,Complaint Number,Complaint Location Address,Complaint Location City,Complaint Location Zip Code,Vehicle or Stationary,Air Complaint Source Info,Date and Time of Occurrence
2620,COMP‐44135,40910 Temecula Center Drive,Temecula,92591,Stationary Source,Painting,7/25/2019 12:00
2621,COMP‐44140,5506 Michigan Boulevard,Concord,94521,Vehicle,Other Vehicles,7/25/2019 18:00
2622,COMP‐44141,nan,Chico,95926,Stationary Source,Dust,7/26/2019 11:00
2623,COMP‐44142,nan,Long Beach,90803,nan,nan,nan
2624,COMP‐44143,465 Cal Oak Road,Oroville,95965,Stationary Source,Odors,7/27/2019 7:00
2625,COMP‐44144,nan,Oroville,nan,Stationary Source,Odors,nan
2626,COMP‐44145,Chevron refinery,Richmond,94804,Stationary Source,Smoke,7/27/2019 13:00
2627,COMP‐44146,2750 South 5th Avenue,Oroville,95965,nan,nan,nan
2628,COMP‐44150,1724 Eldridge Avenue,Sacramento,95815,nan,nan,nan
2629,COMP‐44151,nan,Boron,93516,Stationary Source,Odors,7/26/2019 12:00
2630,COMP‐44152,10306 Arlington Avenue,Riverside,92505,Stationary Source,Gas Stations,7/27/2019 12:00
2631,COMP‐44153,nan,Richmond,nan,Stationary Source,Other Stationary Sources,7/27/2019 12:00
2632,COMP‐44155,nan,Oroville,nan,Stationary Source,Odors,7/27/2019 12:00
2633,COMP‐44156,1376 Lassen Avenue,Milpitas,95035,Stationary Source,Odors,7/29/2019 14:00
2634,COMP‐44157,1230 Thompson Avenue,Santa Cruz,95062,Stationary Source,Painting,nan
2635,COMP‐44160,8000 Dunbarton Avenue,Los Angeles,90045,Stationary Source,Asbestos,7/29/2019 10:00
2636,COMP‐44161,2500 Navy Way,Los Angeles,90731,Stationary Source,Other Stationary Sources,nan
2637,COMP‐44163,nan,Tracy,95376,Vehicle,Trucks,7/30/2019 12:00
2638,COMP‐44166,1813 East Robidoux Street,Los Angeles,90744,Stationary Source,Dust,nan
2639,COMP‐44168,421 J Street,Arcata,95521,Stationary Source,Gas Stations,7/30/2019 18:00
2640,COMP‐44169,15102 Lake Mathews Drive,Perris,92570,Vehicle,Off Road Equipment,7/31/2019 0:00
2641,COMP‐44174,2680 Fayette Drive,Mountain View,94040,Stationary Source,Dust,8/1/2019 0:00
2642,COMP‐44176,1717 Kathleen Avenue,Sacramento,95815,nan,nan,nan
2643,COMP‐44177,1717 Kathleen Avenue,Sacramento,95815,nan,nan,8/2/2019 5:15
2644,COMP‐44773,8900 McCarty Road,Corona,92880,Stationary Source,Smoke,7/27/2019 0:00
2645,COMP‐45065,nan,San Diego,92154,Vehicle,Trucks,7/29/2019 7:00
2646,COMP‐45066,nan,nan,nan,nan,nan,8/4/2019 0:00
2647,COMP‐45068,2030 West El Segundo Boulevard,Gardena,90249,Stationary Source,Other Stationary Sources,nan
2648,COMP‐45069,nan,Ontario,91761,Stationary Source,Dust,8/2/2019 12:30
2649,COMP‐45072,1350 Redwood Lane,Gilroy,95020,Stationary Source,Smoke,7/30/2019 21:00
2650,COMP‐45074,5700 Nave Drive,Novato,94949,Stationary Source,Gas Stations,8/5/2019 8:30
2651,COMP‐45253,3030 Club House Circle,Costa Mesa,92626,Stationary Source,Odors,nan
2652,COMP‐45342,nan,Los Angeles,90001,Stationary Source,Dust,nan
2653,COMP‐45344,9800 Sepulveda Boulevard,Los Angeles,91343,Stationary Source,Odors,nan
2654,COMP‐45345,nan,Rancho Cordova,nan,Stationary Source,Odors,nan
2655,COMP‐45699,1376 Lassen Avenue,Milpitas,95035,Stationary Source,Odors,8/5/2019 18:40
2656,COMP‐45700,nan,Long Beach,90804,Stationary Source,Gas Stations,8/4/2019 20:42
2657,COMP‐45704,575 Elm Avenue,Long Beach,90802,Stationary Source,Odors,8/6/2019 12:00
2658,COMP‐45705,2911 University Avenue,San Diego,92104,Stationary Source,Smoke,8/6/2019 11:00
2659,COMP‐45706,2000 East Tehachapi Boulevard,Tehachapi,93561,Stationary Source,Gas Stations,8/6/2019 18:00
2660,COMP‐45707,100 Granite Rock Way,San Jose,95136,Vehicle,Off Road Equipment,8/5/2019 9:00
2661,COMP‐45708,nan,nan,nan,Stationary Source,Gas Stations,8/7/2019 8:00
2662,COMP‐45710,nan,Covina,91722,Stationary Source,Dust,nan
2663,COMP‐45711,1717 Kathleen Avenue,Sacramento,95815,nan,nan,8/7/2019 10:00
2664,COMP‐45712,4526 Coldwater Canyon Avenue,Los Angeles,91604,nan,nan,8/7/2019 12:00
2665,COMP‐45716,nan,Los Angeles,91605,Stationary Source,Odors,8/7/2019 9:00
2666,COMP‐45717,nan,Vallejo,94590,nan,nan,nan
2667,COMP‐45718,nan,Sacramento,95815,Stationary Source,Dust,8/7/2019 7:00
2668,COMP‐45720,nan,Fresno,93726,Stationary Source,Odors,8/7/2019 16:00
2669,COMP‐45722,nan,Windsor,95492,Stationary Source,Odors,8/8/2019 0:00
2670,COMP‐45723,nan,Escondido,92029,Stationary Source,Painting,8/7/2019 14:00
2671,COMP‐45724,nan,Sacramento,95834,Stationary Source,Dust,8/8/2019 0:00
2672,COMP‐45725,nan,Los Angeles,90019,nan,nan,nan
2673,COMP‐45726,nan,Lancaster,93534,Stationary Source,Asbestos,8/7/2019 22:00
2674,COMP‐45727,401 Sheldon Street,El Segundo,90245,Stationary Source,Other Stationary Sources,nan
2675,COMP‐45729,1749 East 28th Street,Signal Hill,90755,Stationary Source,Painting,nan
2676,COMP‐45730,44432 Zachary Court,Hemet,92544,nan,nan,7/20/2019 11:30
2677,COMP‐45732,35656 Fort Cady Road,Newberry Springs,92365,Stationary Source,Smoke,8/8/2019 10:00
2678,COMP‐45735,5161 Topanga Canyon Boulevard,Los Angeles,91364,Stationary Source,Other Stationary Sources,8/11/2019 0:00
2679,COMP‐45736,nan,nan,nan,Stationary Source,Gas Stations,8/10/2019 14:30
2680,COMP‐45738,nan,Parksdale,93638,Stationary Source,Dust,8/12/2019 8:30
2681,COMP‐45739,Earth,nan,nan,nan,nan,8/12/2019 0:00
2682,COMP‐45740,nan,Lincoln,nan,Stationary Source,Dust,nan
2683,COMP‐45743,8599 Enterprise Way,Chino,91708,Vehicle,Other Vehicles,8/12/2019 0:00
2684,COMP‐45744,1783 San Juan Canyon Road,San Juan Bautista,95045,nan,nan,8/12/2019 0:00
2685,COMP‐45746,601 Alhambra Boulevard,Sacramento,95816,Vehicle,Off Road Equipment,nan
2686,COMP‐45747,nan,Carlsbad,92009,Stationary Source,Odors,nan
2687,COMP‐45748,1900 West Redlands Boulevard,Redlands,92374,Vehicle,Trucks,nan
2688,COMP‐45749,100 Boyes Boulevard,Sonoma,95476,Vehicle,Trucks,nan
2689,COMP‐45751,750 California 46,Wasco,93280,Stationary Source,Gas Stations,nan
2690,COMP‐45754,1813 East Robidoux Street,Los Angeles,90744,Stationary Source,Smoke,8/12/2019 9:00
2691,COMP‐45755,6933 Maita Circle,Sacramento,95820,Vehicle,Other Vehicles,8/13/2019 7:00
2692,COMP‐45762,5692 Eastgate Drive,San Diego,92121,Stationary Source,Dust,8/6/2019 12:00
2693,COMP‐45763,3202 East Foothill Boulevard,Pasadena,91107,Stationary Source,Other Stationary Sources,9/5/2019 0:00
2694,COMP‐45764,2401 East Pacific Coast Highway,Los Angeles,90744,Vehicle,Off Road Equipment,nan
2695,COMP‐45765,7050 San Joaquin Street,Sacramento,95820,Vehicle,Other Vehicles,8/13/2019 9:00
2696,COMP‐45768,2704 South Bascom Avenue,San Jose,95124,Stationary Source,Gas Stations,8/14/2019 14:30
2697,COMP‐45770,800 West Hatch Road,Modesto,95351,Stationary Source,Gas Stations,8/15/2019 9:00
2698,COMP‐45771,7050 San Joaquin Street,Sacramento,95820,Vehicle,Other Vehicles,8/15/2019 0:00
2699,COMP‐45772,7050 San Joaquin Street,Sacramento,95820,Vehicle,Other Vehicles,nan
2700,COMP‐45774,nan,Escalon,95320,nan,nan,nan
2701,COMP‐45775,nan,West Sacramento,95691,Stationary Source,Gas Stations,nan
2702,COMP‐45776,nan,Azusa,91702,Stationary Source,Dust,10/1/2019 0:00
2703,COMP‐45798,nan,Trabuco Canyon,92679,Stationary Source,Other Stationary Sources,nan
2704,COMP‐45799,nan,Sacramento,95835,Stationary Source,Odors,8/16/2019 0:00
2705,COMP‐45801,nan,Pacifica,94044,Vehicle,Other Vehicles,nan
2706,COMP‐45802,10920 Sunnyslope Avenue,Riverside,92505,Stationary Source,Odors,nan
2707,COMP‐45804,6505 South Zerker Road,Shafter,93263,Stationary Source,Dust,nan
2708,COMP‐45806,1002 East Walnut Avenue,Fullerton,92831,Stationary Source,Dust,nan
2709,COMP‐45809,2300 West Base Line Street,San Bernardino,92410,Stationary Source,Dust,8/19/2019 0:00
2710,COMP‐45810,nan,Long Beach,90805,Stationary Source,Odors,8/16/2019 12:00
2711,COMP‐45813,450 Folsom Street,San Francisco,94105,Stationary Source,Other Stationary Sources,8/20/2019 12:00
2712,COMP‐45814,9605 Lilac Road,Oak Hills,92344,Stationary Source,Dust,8/20/2019 12:00
2713,COMP‐45817,1532 West 247th Place,Los Angeles,90710,Stationary Source,Odors,8/21/2019 9:30
2714,COMP‐45821,500 Folsom Street,San Francisco,94105,Stationary Source,Odors,8/22/2019 17:30
2715,COMP‐45822,500 James Fowler Road,Santa Barbara,93117,Stationary Source,Other Stationary Sources,8/21/2019 0:00
2716,COMP‐45823,nan,nan,nan,Stationary Source,Other Stationary Sources,8/22/2019 12:00
2717,COMP‐45824,820 Birmingham Drive,Encinitas,92007,Stationary Source,Gas Stations,8/22/2019 18:30
2718,COMP‐45827,nan,Lompoc,nan,Stationary Source,Other Stationary Sources,nan
2719,COMP‐45828,7151 Ridgecrest Court ,Ventura,93003,Stationary Source,Other Stationary Sources,nan
2720,COMP‐45833,24324 Lorenzo Lane ,Santa Clarita,91355,Stationary Source,Dust,nan
2721,COMP‐45834,4575 Gage Avenue ,Bell,90201,Stationary Source,nan,8/23/2019 0:00
2722,COMP‐45835,9270 Birch Street ,Spring Valley,91977,nan,nan,8/20/2019 9:00
2723,COMP‐45836,24249 Neece Avenue ,Torrance,90505,Stationary Source,Dust,8/24/2019 14:00
2724,COMP‐45838,8220 Foothill Boulevard,Los Angeles,91040,Stationary Source,Painting,nan
2725,COMP‐45839,1851 North Hacienda Boulevard,La Puente,91744,Stationary Source,Odors,8/14/2019 12:00
2726,COMP‐45840,5905 Jordan Avenue,El Cerrito,94530,Stationary Source,Odors,8/25/2019 8:03
2727,COMP‐45843,1156 High Street,Santa Cruz,95064,Stationary Source,Asbestos,8/22/2019 12:00
2728,COMP‐45848,311 McCord Avenue,Bakersfield,93308,Stationary Source,Asbestos,nan
2729,COMP‐45849,6941 7th Street,Rio Linda,95673,Stationary Source,Painting,nan
2730,COMP‐45851,nan,Tulare,93274,Stationary Source,Dust,8/31/2019 6:00
2731,COMP‐45853,3201 20th Avenue,San Francisco,94132,Stationary Source,Painting,8/28/2019 21:00
2732,COMP‐45857,74805 Joni Drive,Palm Desert,92260,Stationary Source,Painting,nan
2733,COMP‐45858,nan,Hacienda Heights,91745,Stationary Source,Odors,nan
2734,COMP‐45860,nan,nan,nan,Stationary Source,Dust,8/28/2019 0:00
2735,COMP‐45863,955 Grand Avenue,San Diego,92109,Vehicle,Trucks,8/20/2019 23:00
2736,COMP‐45865,22222 Ventura Boulevard,Los Angeles,91364,nan,nan,8/28/2019 0:00
2737,COMP‐45867,10025 De Soto Avenue,Los Angeles,91311,Stationary Source,Odors,8/29/2019 8:00
2738,COMP‐45868,474 Prospect Avenue,Riverside,92507,Vehicle,Trucks,8/29/2019 0:00
2739,COMP‐45869,554 South Yosemite Avenue,Oakdale,95361,Stationary Source,Odors,8/29/2019 0:00
2740,COMP‐45870,nan,Vallejo,94590,Stationary Source,Gas Stations,nan
2741,COMP‐45871,803 11th Avenue,Sunnyvale,94089,Vehicle,Other Vehicles,nan
2742,COMP‐45884,1801 North Olive Avenue,Turlock,95382,Vehicle,Trucks,nan
2743,COMP‐45886,197 Lincoln Way,Auburn,95603,Stationary Source,Odors,nan
2744,COMP‐45889,nan,Sacramento,95816,Vehicle,Trucks,9/1/2019 8:00
2745,COMP‐45891,701 Kings Row,San Jose,95112,Stationary Source,Painting,9/3/2019 12:00
2746,COMP‐45892,727 Center Street,Healdsburg,95448,Stationary Source,Asbestos,8/19/2019 7:00
2747,COMP‐45893,1001 Seascape Circle,Rodeo,94572,Stationary Source,nan,9/2/2019 21:52
2748,COMP‐45894,nan,nan,nan,Stationary Source,Other Stationary Sources,9/4/2019 0:00
2749,COMP‐45895,nan,San Juan Capistrano,nan,Vehicle,Cars,9/3/2019 17:00
2750,COMP‐45896,nan,Santa Rosa,95409,Stationary Source,Painting,9/4/2019 12:00
2751,COMP‐45897,nan,San Luis Obispo,93401,Vehicle,Trucks,9/3/2019 0:00
2752,COMP‐45898,nan,Pacific Grove,93950,Stationary Source,nan,9/3/2019 7:00
2753,COMP‐45899,nan,San Luis Obispo,93401,Vehicle,Trucks,nan
2754,COMP‐45900,nan,Lawndale,nan,Vehicle,Cars,9/4/2019 11:00
2755,COMP‐45901,10825 Vanowen Street,Los Angeles,91605,Vehicle,Trucks,8/30/2019 13:00
2756,COMP‐45902,nan,Redlands,92373,Vehicle,Trucks,9/4/2019 10:00
2757,COMP‐45906,590 Caletti Avenue,Windsor,95492,Stationary Source,Dust,nan
2758,COMP‐45910,1401 Auto Center Drive,Ontario,91761,Stationary Source,Painting,nan
2759,COMP‐45912,2025 Alvarado Street,San Leandro,94577,Stationary Source,Painting,nan
2760,COMP‐45913,700 North San Fernando Road,Los Angeles,90065,Stationary Source,Painting,nan
2761,COMP‐45918,2662 Workman Street,Los Angeles,90031,Vehicle,Cars,9/5/2019 5:00
2762,COMP‐45919,nan,Los Angeles,nan,Stationary Source,Odors,nan
2763,COMP‐45921,1206 East Vía Roma,Colton,92324,Stationary Source,Painting,nan
2764,COMP‐45923,1423 University Avenue,Stockton,95205,Stationary Source,Dust,nan
2765,COMP‐45927,nan,nan,nan,Vehicle,Cars,nan
2766,COMP‐45932,3121 Crow Canyon Place,San Ramon,94583,Stationary Source,Other Stationary Sources,9/6/2019 18:00
2767,COMP‐45933,19919 Viking Way,Redding,96003,Vehicle,Cars,8/1/2019 12:01
2768,COMP‐45934,1163 Darnel Way,Sacramento,95822,Vehicle,Other Vehicles,9/7/2019 16:35
2769,COMP‐45936,nan,Rancho Cucamonga,91730,Vehicle,Trucks,nan
2770,COMP‐45939,53330 Tollgate Road,Idyllwild‐Pine Cove,92549,Stationary Source,Painting,nan
2771,COMP‐45941,4060 Keri Way,Fallbrook,92028,Vehicle,Cars,nan
2772,COMP‐45943,1015 South Lorena Street,Los Angeles,90023,Stationary Source,Smoke,nan
